,nct_id,documents
4047,NCT02251275,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""March 6, 2015"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/75/NCT02251275/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""October 17, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/75/NCT02251275/SAP_001.pdf""}]"
4048,NCT02254408,"[{""document_type"": ""Study Protocol: Original"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""May 13, 2014"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/08/NCT02254408/Prot_000.pdf""}, {""document_type"": ""Study Protocol: Amendment 1"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""July 31, 2014"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/08/NCT02254408/Prot_001.pdf""}, {""document_type"": ""Study Protocol: Amendment 2"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""September 22, 2014"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/08/NCT02254408/Prot_002.pdf""}, {""document_type"": ""Study Protocol: Amendment 3"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""October 21, 2014"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/08/NCT02254408/Prot_003.pdf""}, {""document_type"": ""Study Protocol: Amendment 5"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""June 30, 2015"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/08/NCT02254408/Prot_004.pdf""}, {""document_type"": ""Study Protocol: Amendment 6"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""November 20, 2015"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/08/NCT02254408/Prot_005.pdf""}, {""document_type"": ""Study Protocol: Amendment 7"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""March 28, 2016"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/08/NCT02254408/Prot_006.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""November 14, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/08/NCT02254408/SAP_007.pdf""}]"
4049,NCT02255422,"[{""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""March 12, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/22/NCT02255422/SAP_000.pdf""}, {""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""October 29, 2015"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/22/NCT02255422/Prot_001.pdf""}]"
4050,NCT02260934,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""October 9, 2015"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/34/NCT02260934/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""May 7, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/34/NCT02260934/SAP_001.pdf""}]"
4051,NCT02265744,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""May 3, 2015"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/44/NCT02265744/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""June 28, 2016"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/44/NCT02265744/SAP_001.pdf""}]"
4052,NCT02272413,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""January 17, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/13/NCT02272413/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""November 13, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/13/NCT02272413/SAP_001.pdf""}]"
4053,NCT02276872,"[{""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""August 15, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/72/NCT02276872/SAP_000.pdf""}, {""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""September 1, 2016"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/72/NCT02276872/Prot_001.pdf""}]"
4054,NCT02279173,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""September 9, 2016"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/73/NCT02279173/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""September 9, 2016"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/73/NCT02279173/SAP_001.pdf""}]"
4055,NCT02282163,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""October 20, 2014"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/63/NCT02282163/Prot_SAP_000.pdf""}"
4056,NCT02285855,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""January 26, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/55/NCT02285855/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""January 26, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/55/NCT02285855/SAP_001.pdf""}]"
4057,NCT02286947,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""July 5, 2016"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/47/NCT02286947/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""April 20, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/47/NCT02286947/SAP_001.pdf""}]"
4058,NCT02287467,"[{""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""August 17, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/67/NCT02287467/SAP_000.pdf""}, {""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""May 31, 2016"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/67/NCT02287467/Prot_001.pdf""}]"
4059,NCT02289690,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""November 24, 2016"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/90/NCT02289690/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""November 15, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/90/NCT02289690/SAP_001.pdf""}]"
4060,NCT02294253,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""August 13, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/53/NCT02294253/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""August 13, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/53/NCT02294253/SAP_001.pdf""}]"
4061,NCT02296346,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""July 24, 2015"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/46/NCT02296346/Prot_SAP_000.pdf""}"
4062,NCT02318992,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""March 15, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/92/NCT02318992/Prot_SAP_000.pdf""}"
4063,NCT02322333,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""April 20, 2016"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/33/NCT02322333/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""June 29, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/33/NCT02322333/SAP_001.pdf""}]"
4064,NCT02335424,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""December 7, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/24/NCT02335424/Prot_SAP_000.pdf""}"
4065,NCT02338193,"[{""document_type"": ""Informed Consent Form"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""Yes"", ""document_has_sap"": ""No"", ""document_date"": ""August 31, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/93/NCT02338193/ICF_000.pdf""}, {""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""July 10, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/93/NCT02338193/Prot_SAP_001.pdf""}]"
4066,NCT02343458,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""January 20, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/58/NCT02343458/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""March 7, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/58/NCT02343458/SAP_001.pdf""}]"
4067,NCT02345889,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""April 9, 2015"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/89/NCT02345889/Prot_SAP_000.pdf""}"
4068,NCT02351258,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""October 20, 2015"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/58/NCT02351258/Prot_SAP_000.pdf""}"
4069,NCT02352948,"[{""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""January 24, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/48/NCT02352948/SAP_000.pdf""}, {""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""January 8, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/48/NCT02352948/Prot_001.pdf""}]"
4070,NCT02358031,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""January 11, 2019"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/31/NCT02358031/Prot_SAP_000.pdf""}"
4071,NCT02367599,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""August 10, 2015"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/99/NCT02367599/Prot_SAP_000.pdf""}"
4072,NCT02371187,"{""document_type"": ""Study Protocol, Statistical Analysis Plan, and Informed Consent Form"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""Yes"", ""document_has_sap"": ""Yes"", ""document_date"": ""November 6, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/87/NCT02371187/Prot_SAP_ICF_000.pdf""}"
4073,NCT02371668,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""July 26, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/68/NCT02371668/Prot_SAP_000.pdf""}"
4074,NCT02383589,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""December 19, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/89/NCT02383589/Prot_002.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""October 18, 2019"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/89/NCT02383589/SAP_003.pdf""}]"
4075,NCT02387970,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""October 18, 2015"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/70/NCT02387970/Prot_SAP_000.pdf""}"
4076,NCT02391987,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""April 3, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/87/NCT02391987/Prot_SAP_000.pdf""}"
4077,NCT02392559,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""September 1, 2015"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/59/NCT02392559/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""September 16, 2019"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/59/NCT02392559/SAP_001.pdf""}]"
4078,NCT02395471,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""December 1, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/71/NCT02395471/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""August 20, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/71/NCT02395471/SAP_001.pdf""}]"
4079,NCT02405780,"[{""document_type"": ""Study Protocol"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""No"", ""document_date"": ""April 15, 2016"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/80/NCT02405780/Prot_000.pdf""}, {""document_type"": ""Statistical Analysis Plan"", ""document_has_protocol"": ""No"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""July 10, 2018"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/80/NCT02405780/SAP_001.pdf""}]"
4080,NCT02408315,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""June 12, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/15/NCT02408315/Prot_SAP_000.pdf""}"
4081,NCT02416908,"{""document_type"": ""Study Protocol and Statistical Analysis Plan"", ""document_has_protocol"": ""Yes"", ""document_has_icf"": ""No"", ""document_has_sap"": ""Yes"", ""document_date"": ""August 22, 2017"", ""document_url"": ""https://ClinicalTrials.gov/ProvidedDocs/08/NCT02416908/Prot_SAP_000.pdf""}"
