,nct_id,version_date,document_type,document_date,upload_date,no_sap
4905,NCT01652040,2018-05-02,Study Protocol and Statistical Analysis Plan,"September 24, 2013",03/29/2018 17:16,
4906,NCT01652976,2019-06-12,Study Protocol and Statistical Analysis Plan,"July 26, 2018",02/14/2019 09:25,
4907,NCT01668602,2019-11-22,Informed Consent Form,"May 7, 2019",11/19/2019 11:14,
4908,NCT01681433,2018-09-20,Study Protocol and Statistical Analysis Plan,"July 21, 2014",09/20/2018 11:56,
4909,NCT01687400,2018-09-05,Study Protocol and Statistical Analysis Plan,"November 15, 2016",04/12/2018 08:26,
4910,NCT01688973,2018-12-12,Study Protocol and Statistical Analysis Plan,"May 10, 2016",12/12/2018 11:33,
4911,NCT01705977,2019-06-25,Study Protocol,"May 22, 2017",06/19/2019 05:47,
4912,NCT01705977,2019-06-25,Statistical Analysis Plan,"October 18, 2018",06/19/2019 05:49,
4913,NCT01723826,2020-02-10,Study Protocol and Statistical Analysis Plan,"November 22, 2014",02/10/2020 18:15,
4914,NCT01725750,2018-08-14,Study Protocol and Statistical Analysis Plan,"March 9, 2016",07/11/2018 14:40,
4915,NCT01728194,2020-09-11,Statistical Analysis Plan,"July 15, 2019",08/31/2020 12:08,
4916,NCT01728194,2020-09-11,Study Protocol,"March 24, 2015",09/06/2020 18:11,
4917,NCT01732718,2019-01-14,Study Protocol and Statistical Analysis Plan,"June 13, 2017",11/14/2018 11:34,
4918,NCT01736267,2020-04-23,Study Protocol and Statistical Analysis Plan,"October 6, 2012",01/28/2020 11:53,
4919,NCT01766219,2019-04-24,Study Protocol and Statistical Analysis Plan,"July 16, 2018",03/28/2019 11:57,
4920,NCT01767636,2020-03-25,Study Protocol and Statistical Analysis Plan,"August 7, 2018",03/17/2020 08:53,
4921,NCT01771809,2019-03-28,Study Protocol,"November 14, 2016",12/11/2018 10:32,
4922,NCT01771809,2019-03-28,Statistical Analysis Plan,"February 2, 2018",12/11/2018 10:33,
4923,NCT01776424,2018-09-06,Study Protocol,"August 19, 2015",07/16/2018 03:49,
4924,NCT01776424,2018-09-06,Statistical Analysis Plan,"March 31, 2017",07/16/2018 03:49,
4925,NCT01781611,2020-11-03,Study Protocol and Statistical Analysis Plan,"January 13, 2015",10/09/2020 10:20,
4926,NCT01783574,2018-05-03,Study Protocol,"May 19, 2017",05/03/2018 11:17,
4927,NCT01783574,2018-05-03,Statistical Analysis Plan,"February 1, 2017",05/03/2018 11:19,
4928,NCT01786343,2020-04-03,Study Protocol and Statistical Analysis Plan,"June 7, 2017",03/20/2020 09:47,
4929,NCT01802333,2018-11-28,Study Protocol and Statistical Analysis Plan,"June 2, 2015",10/12/2018 14:12,
4930,NCT01815333,2020-10-14,Study Protocol and Statistical Analysis Plan,"December 11, 2014",07/24/2020 16:21,
4931,NCT01818492,2020-06-22,Study Protocol: US protocol,"March 24, 2016",06/17/2020 17:09,
4932,NCT01818492,2020-06-22,Study Protocol: EU protocol,"February 26, 2016",06/17/2020 17:10,
4933,NCT01818492,2020-06-22,Statistical Analysis Plan,"September 20, 2019",06/19/2020 15:27,
4934,NCT01824472,2020-07-27,Study Protocol and Statistical Analysis Plan,"November 11, 2011",08/28/2019 21:15,
4935,NCT01856582,2019-10-03,Study Protocol and Statistical Analysis Plan,"January 10, 2018",08/06/2019 12:41,
4936,NCT01860807,2019-01-06,Study Protocol and Statistical Analysis Plan,"July 11, 2016",01/06/2019 14:40,
4937,NCT01862640,2020-06-03,Study Protocol,"September 10, 2015",05/13/2020 09:18,
4938,NCT01862640,2020-06-03,Statistical Analysis Plan,"March 14, 2017",05/13/2020 09:20,
4939,NCT01913639,2020-05-01,Study Protocol and Statistical Analysis Plan,"April 18, 2017",04/30/2020 08:16,
4940,NCT01925612,2018-05-22,Study Protocol,"August 10, 2015",04/18/2018 13:26,
4941,NCT01925612,2018-05-22,Statistical Analysis Plan,"September 19, 2016",04/18/2018 13:28,
4942,NCT01928329,2019-09-30,Study Protocol and Statistical Analysis Plan,"July 26, 2018",09/03/2019 12:36,
4943,NCT01945593,2019-04-10,Study Protocol: Protocol,"June 18, 2013",02/27/2019 09:12,
4944,NCT01945593,2019-04-10,Study Protocol: Protocol Amendment 1,"October 2, 2013",02/27/2019 09:13,
4945,NCT01945593,2019-04-10,Study Protocol: Protocol Amendment 4,"May 23, 2014",02/27/2019 09:13,
4946,NCT01945593,2019-04-10,Study Protocol: Protocol Amendment 7,"March 20, 2015",02/27/2019 09:14,
4947,NCT01945593,2019-04-10,Statistical Analysis Plan,"April 18, 2018",02/27/2019 09:15,
4948,NCT01951326,2020-04-21,Statistical Analysis Plan,"April 5, 2018",03/29/2020 22:23,
4949,NCT01951326,2020-04-21,Study Protocol,"September 29, 2017",03/29/2020 22:44,
4950,NCT01953575,2020-04-01,Study Protocol and Statistical Analysis Plan,"February 2, 2015",03/26/2020 10:54,
4951,NCT01964755,2019-08-23,Study Protocol and Statistical Analysis Plan,"September 27, 2016",05/06/2019 14:40,
4952,NCT01967173,2018-10-15,Study Protocol and Statistical Analysis Plan,"July 21, 2017",08/31/2018 09:48,
4953,NCT01967862,2020-08-26,Study Protocol and Statistical Analysis Plan,"October 27, 2017",08/26/2020 19:43,
4954,NCT01975389,2018-05-14,Study Protocol,"February 12, 2016",03/21/2018 15:20,
4955,NCT01975389,2018-05-14,Statistical Analysis Plan,"December 20, 2016",03/21/2018 15:20,
4956,NCT01983969,2020-01-14,Study Protocol and Statistical Analysis Plan,"February 24, 2015",04/10/2019 13:34,
4957,NCT02003625,2020-05-15,Study Protocol and Statistical Analysis Plan,"September 28, 2016",04/29/2020 21:34,
4958,NCT02017171,2020-10-29,Study Protocol,"March 6, 2018",10/05/2020 11:51,
4959,NCT02017171,2020-10-29,Statistical Analysis Plan,"August 3, 2019",10/05/2020 11:56,
4960,NCT02029235,2018-12-12,Study Protocol and Statistical Analysis Plan,"November 10, 2014",10/21/2018 21:24,
4961,NCT02037295,2020-07-09,Study Protocol and Statistical Analysis Plan,"March 9, 2019",05/27/2020 10:26,
4962,NCT02055118,2018-11-20,Study Protocol: original,"April 4, 2013",09/27/2018 03:22,
4963,NCT02055118,2018-11-20,Study Protocol: Amendment 1,"August 14, 2013",09/27/2018 03:23,
4964,NCT02055118,2018-11-20,Study Protocol: Amendment 2,"December 16, 2013",09/27/2018 03:24,
4965,NCT02055118,2018-11-20,Study Protocol: Amendment 3,"February 9, 2015",09/27/2018 03:24,
4966,NCT02055118,2018-11-20,Study Protocol: Amendment 4,"December 21, 2015",09/27/2018 03:25,
4967,NCT02055118,2018-11-20,Study Protocol: Amendment 5,"April 18, 2016",09/27/2018 03:26,
4968,NCT02055118,2018-11-20,Statistical Analysis Plan,"November 9, 2017",09/27/2018 03:26,
4969,NCT02066129,2018-06-11,Study Protocol and Statistical Analysis Plan,"March 16, 2015",04/23/2018 20:42,
4970,NCT02073279,2020-12-07,Study Protocol,"April 3, 2020",09/11/2020 11:36,
4971,NCT02073279,2020-12-07,Statistical Analysis Plan,"November 26, 2018",10/26/2020 11:55,
4972,NCT02086552,2019-05-06,Study Protocol and Statistical Analysis Plan,"August 9, 2018",05/02/2019 17:20,
4973,NCT02092909,2019-08-28,Study Protocol,"March 14, 2016",03/22/2018 11:15,
4974,NCT02092909,2019-08-28,Statistical Analysis Plan,"April 21, 2017",03/22/2018 11:19,
4975,NCT02111785,2018-11-19,Study Protocol and Statistical Analysis Plan,"October 20, 2015",08/17/2018 22:51,
4976,NCT02118714,2019-05-03,Study Protocol,"April 8, 2016",03/29/2019 16:33,
4977,NCT02118714,2019-05-03,Statistical Analysis Plan,"June 8, 2018",03/29/2019 16:36,
4978,NCT02142049,2019-01-14,Study Protocol,"September 30, 2014",05/31/2018 14:48,
4979,NCT02142049,2019-01-14,Statistical Analysis Plan,"September 29, 2017",05/31/2018 14:48,
4980,NCT02158663,2020-03-24,Study Protocol and Statistical Analysis Plan,"January 18, 2019",07/16/2019 11:41,
4981,NCT02161757,2018-06-05,Study Protocol,"February 26, 2018",06/05/2018 04:53,
4982,NCT02161757,2018-06-05,Statistical Analysis Plan,"February 26, 2018",06/05/2018 04:53,
4983,NCT02168062,2020-05-15,Study Protocol and Statistical Analysis Plan,"July 7, 2015",10/03/2019 13:47,
4984,NCT02168062,2020-05-15,Informed Consent Form,"March 8, 2018",10/21/2019 16:37,
4985,NCT02176031,2020-04-07,Study Protocol and Statistical Analysis Plan,"February 27, 2017",02/27/2020 16:19,
4986,NCT02182947,2019-05-16,Study Protocol and Statistical Analysis Plan,"January 31, 2017",05/16/2019 15:06,
4987,NCT02183792,2019-05-24,Study Protocol and Statistical Analysis Plan,"August 9, 2017",05/24/2019 11:29,
4988,NCT02199652,2018-07-24,Study Protocol and Statistical Analysis Plan,"April 6, 2015",03/23/2018 15:54,
4989,NCT02200042,2019-07-31,Study Protocol and Statistical Analysis Plan,"March 20, 2017",07/22/2019 14:15,
4990,NCT02228174,2019-02-12,Study Protocol,"February 14, 2018",11/26/2018 16:00,
4991,NCT02228174,2019-02-12,Statistical Analysis Plan,"September 2, 2014",11/26/2018 16:01,
4992,NCT02229851,2020-06-23,Study Protocol,"November 27, 2017",04/03/2020 04:59,
4993,NCT02229851,2020-06-23,Statistical Analysis Plan,"November 27, 2017",04/03/2020 04:59,
4994,NCT02240680,2018-06-01,Study Protocol,"October 16, 2015",04/16/2018 04:16,
4995,NCT02240680,2018-06-01,Statistical Analysis Plan,"November 9, 2016",04/16/2018 04:16,
4996,NCT02255552,2020-06-12,Study Protocol,"June 2, 2017",06/11/2020 08:21,
4997,NCT02255552,2020-06-12,Statistical Analysis Plan,"August 5, 2019",06/11/2020 08:25,
4998,NCT02266888,2020-06-29,Statistical Analysis Plan,"September 25, 2019",06/01/2020 10:43,
4999,NCT02266888,2020-06-29,Study Protocol,"July 16, 2018",06/01/2020 10:56,
5000,NCT02270242,2020-12-23,Study Protocol and Statistical Analysis Plan,"March 28, 2016",12/22/2020 15:53,
5001,NCT02287038,2019-03-14,Study Protocol and Statistical Analysis Plan,"August 25, 2016",02/13/2018 12:21,
5002,NCT02294981,2020-06-08,Study Protocol and Statistical Analysis Plan,"December 15, 2014",04/01/2019 12:25,
5003,NCT02301988,2018-08-22,Study Protocol and Statistical Analysis Plan,"January 19, 2016",07/26/2018 11:49,
5004,NCT02304705,2019-03-12,Study Protocol and Statistical Analysis Plan,"April 4, 2016",06/29/2018 11:52,
5005,NCT02308163,2020-03-01,Study Protocol,"March 3, 2017",12/25/2019 02:39,
5006,NCT02308163,2020-03-01,Statistical Analysis Plan,"January 19, 2018",12/25/2019 02:40,
5007,NCT02318602,2018-06-26,Study Protocol,"March 6, 2017",06/26/2018 12:04,
5008,NCT02318602,2018-06-26,Statistical Analysis Plan,"December 4, 2017",06/26/2018 12:07,
5009,NCT02323646,2019-05-24,Study Protocol,"June 20, 2016",05/24/2019 11:27,
5010,NCT02323646,2019-05-24,Statistical Analysis Plan,"April 6, 2016",05/24/2019 11:27,
5011,NCT02336282,2018-07-27,Study Protocol and Statistical Analysis Plan,"December 8, 2015",04/05/2018 07:17,
5012,NCT02340221,2019-01-22,Study Protocol and Statistical Analysis Plan,"June 24, 2018",12/18/2018 16:16,
5013,NCT02351739,2019-08-22,Study Protocol,"May 23, 2016",07/19/2019 18:19,
5014,NCT02351739,2019-08-22,Statistical Analysis Plan,"January 30, 2018",07/19/2019 18:20,
5015,NCT02356198,2019-01-15,Study Protocol and Statistical Analysis Plan,"May 2, 2017",01/11/2019 16:32,
5016,NCT02363621,2019-04-02,Study Protocol and Statistical Analysis Plan,"December 14, 2014",11/04/2018 21:40,
5017,NCT02364076,2019-11-26,Study Protocol and Statistical Analysis Plan,"February 15, 2018",08/27/2019 09:47,
5018,NCT02365285,2019-02-28,Study Protocol and Statistical Analysis Plan,"June 5, 2017",02/06/2019 08:26,
5019,NCT02366143,2020-10-05,Statistical Analysis Plan,"April 20, 2017",08/21/2020 19:08,
5020,NCT02366143,2020-10-05,Study Protocol,"February 11, 2020",08/21/2020 19:08,
5021,NCT02370251,2019-11-19,Study Protocol and Statistical Analysis Plan,"February 19, 2018",10/15/2019 20:36,
5022,NCT02382016,2019-10-24,Study Protocol,"April 21, 2016",10/25/2018 05:13,
5023,NCT02382016,2019-10-24,Statistical Analysis Plan,"October 17, 2018",10/24/2019 11:13,
5024,NCT02385669,2019-06-07,Study Protocol and Statistical Analysis Plan,"October 10, 2017",01/03/2019 10:33,
5025,NCT02397837,2020-02-14,Study Protocol and Statistical Analysis Plan: Zucker Hillside Hospital Site,"October 23, 2017",07/25/2019 15:35,
5026,NCT02397837,2020-02-14,Study Protocol and Statistical Analysis Plan: Brigham and Women's Hospital Site,"August 29, 2018",07/25/2019 15:37,
5027,NCT02397837,2020-02-14,Informed Consent Form,"September 6, 2018",07/25/2019 16:33,
5028,NCT02397837,2020-02-14,Study Protocol and Statistical Analysis Plan: Mount Sinai School of Medicine Site,"May 6, 2017",01/13/2020 11:13,
5029,NCT02399085,2020-01-23,Study Protocol and Statistical Analysis Plan,"March 4, 2015",11/27/2019 13:08,
5030,NCT02401672,2020-08-31,Study Protocol and Statistical Analysis Plan,"August 21, 2014",07/17/2020 15:27,
5031,NCT02405091,2018-11-29,Study Protocol,"December 3, 2015",09/11/2018 16:54,
5032,NCT02405091,2018-11-29,Statistical Analysis Plan,"April 5, 2016",09/11/2018 16:54,
5033,NCT02408523,2020-04-03,Statistical Analysis Plan,"March 28, 2019",04/03/2020 02:53,
5034,NCT02408523,2020-04-03,Study Protocol,"November 7, 2017",04/03/2020 04:18,
5035,NCT02410382,2019-04-22,Study Protocol and Statistical Analysis Plan,"March 17, 2017",04/22/2019 14:04,
5036,NCT02418455,2019-09-22,Study Protocol,"April 7, 2016",09/04/2019 13:39,
5037,NCT02418455,2019-09-22,Statistical Analysis Plan,"December 22, 2015",09/04/2019 13:39,
5038,NCT02420873,2018-08-24,Study Protocol,"July 16, 2015",02/15/2018 16:15,
5039,NCT02420873,2018-08-24,Statistical Analysis Plan,"July 16, 2015",02/15/2018 16:26,
5040,NCT02422290,2020-08-14,Study Protocol,"January 17, 2018",02/28/2020 17:04,
5041,NCT02422290,2020-08-14,Statistical Analysis Plan,"January 20, 2020",07/23/2020 09:42,
5042,NCT02424175,2019-07-30,Study Protocol and Statistical Analysis Plan,"July 3, 2017",05/14/2019 15:19,
5043,NCT02431572,2020-04-20,Study Protocol and Statistical Analysis Plan,"June 20, 2018",04/19/2020 21:00,
5044,NCT02436356,2020-09-17,Study Protocol,"March 8, 2017",04/30/2020 10:55,
5045,NCT02436356,2020-09-17,Statistical Analysis Plan,"May 14, 2020",05/14/2020 15:03,
5046,NCT02436356,2020-09-17,Informed Consent Form,"September 24, 2015",09/17/2020 11:04,
5047,NCT02447003,2020-11-18,Study Protocol and Statistical Analysis Plan,"December 8, 2017",11/18/2020 13:28,
5048,NCT02453386,2019-03-04,Study Protocol,"October 13, 2017",01/08/2019 12:48,
5049,NCT02453386,2019-03-04,Statistical Analysis Plan,"May 19, 2015",01/08/2019 12:50,
5050,NCT02455453,2020-01-13,Study Protocol and Statistical Analysis Plan,"February 1, 2019",12/09/2019 13:46,
5051,NCT02455453,2020-01-13,Informed Consent Form,"February 19, 2019",12/09/2019 13:46,
5052,NCT02457546,2018-11-07,Statistical Analysis Plan,"March 21, 2016",09/13/2018 10:46,
5053,NCT02457546,2018-11-07,Study Protocol,"May 16, 2016",09/13/2018 10:46,
5054,NCT02459275,2020-10-05,Study Protocol and Statistical Analysis Plan,"February 11, 2017",10/05/2020 13:19,
5055,NCT02460263,2020-06-17,Study Protocol,"January 9, 2020",04/07/2020 15:16,
5056,NCT02460263,2020-06-17,Statistical Analysis Plan,"April 25, 2019",04/07/2020 15:33,
5057,NCT02468934,2018-08-30,Study Protocol and Statistical Analysis Plan,"November 13, 2015",07/17/2018 15:16,
5058,NCT02480114,2020-09-03,Informed Consent Form,"January 23, 2019",08/12/2020 16:23,
5059,NCT02480114,2020-09-03,Study Protocol and Statistical Analysis Plan,"November 28, 2017",08/12/2020 16:32,
5060,NCT02481258,2020-01-07,Study Protocol and Statistical Analysis Plan,"January 8, 2014",06/17/2019 16:51,
5061,NCT02485834,2019-09-10,Study Protocol and Statistical Analysis Plan,"November 15, 2016",06/24/2019 08:35,
5062,NCT02489500,2018-07-06,Study Protocol and Statistical Analysis Plan,"July 13, 2015",05/02/2018 18:04,
5063,NCT02493361,2019-08-06,Study Protocol and Statistical Analysis Plan,"September 6, 2018",04/26/2019 20:37,
5064,NCT02502864,2018-09-18,Study Protocol and Statistical Analysis Plan,"October 2, 2015",08/13/2018 14:26,
5065,NCT02505542,2020-04-10,Statistical Analysis Plan,"May 7, 2019",02/26/2020 03:57,
5066,NCT02505542,2020-04-10,Study Protocol,"January 24, 2018",02/26/2020 04:04,
5067,NCT02510014,2018-03-27,Study Protocol: Original,"April 14, 2015",01/31/2018 21:07,
5068,NCT02510014,2018-03-27,Study Protocol: Amendment 1,"August 19, 2015",01/31/2018 21:09,
5069,NCT02510014,2018-03-27,Study Protocol: Amendment 2,"September 11, 2015",01/31/2018 21:10,
5070,NCT02510014,2018-03-27,Study Protocol: Amendment 3,"March 25, 2016",01/31/2018 21:11,
5071,NCT02510014,2018-03-27,Statistical Analysis Plan,"April 10, 2017",01/31/2018 21:14,
5072,NCT02510014,2018-03-27,Study Protocol: Amendment 4,"August 4, 2016",03/26/2018 19:40,
5073,NCT02511678,2019-09-03,Study Protocol,"July 31, 2017",08/07/2019 13:19,
5074,NCT02511678,2019-09-03,Statistical Analysis Plan,"May 18, 2016",08/07/2019 13:20,
5075,NCT02515331,2018-06-05,Study Protocol,"August 22, 2016",06/05/2018 13:01,
5076,NCT02515331,2018-06-05,Statistical Analysis Plan,"August 22, 2016",06/05/2018 14:27,
5077,NCT02518113,2019-01-14,Study Protocol,"June 4, 2015",01/11/2019 13:27,
5078,NCT02518113,2019-01-14,Statistical Analysis Plan,"June 17, 2015",01/11/2019 13:28,
5079,NCT02521766,2020-03-09,Study Protocol,"March 14, 2016",03/07/2020 13:31,
5080,NCT02521766,2020-03-09,Statistical Analysis Plan,"February 24, 2017",03/07/2020 13:31,
5081,NCT02523690,2019-12-26,Study Protocol and Statistical Analysis Plan,"February 10, 2017",12/24/2019 15:30,
5082,NCT02525653,2020-04-23,Study Protocol and Statistical Analysis Plan,"March 12, 2019",03/23/2020 08:25,
5083,NCT02530619,2020-11-19,Study Protocol and Statistical Analysis Plan,"February 4, 2019",11/09/2020 12:15,
5084,NCT02532543,2019-12-06,Study Protocol and Statistical Analysis Plan,"October 4, 2016",11/01/2019 10:12,
5085,NCT02536339,2020-03-16,Study Protocol,"October 29, 2018",02/13/2020 13:10,
5086,NCT02536339,2020-03-16,Statistical Analysis Plan,"April 29, 2019",02/13/2020 13:10,
5087,NCT02538666,2019-10-01,Study Protocol,"September 20, 2018",10/01/2019 10:44,
5088,NCT02538666,2019-10-01,Statistical Analysis Plan,"October 4, 2018",10/01/2019 10:44,
5089,NCT02544763,2020-09-02,Study Protocol,"April 23, 2019",08/26/2020 10:29,
5090,NCT02544763,2020-09-02,Statistical Analysis Plan,"November 28, 2019",08/26/2020 10:31,
5091,NCT02547220,2020-07-09,Study Protocol,"November 22, 2017",05/29/2020 04:16,
5092,NCT02547220,2020-07-09,Statistical Analysis Plan,"June 27, 2019",05/29/2020 04:17,
5093,NCT02548754,2020-04-10,Study Protocol and Statistical Analysis Plan,"July 10, 2017",03/30/2020 12:06,
5094,NCT02551874,2018-08-20,Statistical Analysis Plan,"September 21, 2017",08/20/2018 07:33,
5095,NCT02551874,2018-08-20,Study Protocol,"March 17, 2016",08/20/2018 07:33,
5096,NCT02558400,2019-05-13,Study Protocol,"June 12, 2017",04/11/2019 12:52,
5097,NCT02558400,2019-05-13,Statistical Analysis Plan,"July 20, 2016",04/11/2019 12:52,
5098,NCT02559713,2020-02-19,Study Protocol,"July 25, 2017",02/19/2020 10:12,
5099,NCT02559713,2020-02-19,Statistical Analysis Plan,"March 5, 2018",02/19/2020 10:15,
5100,NCT02562755,2020-12-11,Study Protocol,"June 26, 2019",09/22/2020 17:16,
5101,NCT02562755,2020-12-11,Statistical Analysis Plan,"January 15, 2020",09/22/2020 17:17,
5102,NCT02564952,2018-08-13,Study Protocol,"January 26, 2015",07/11/2018 10:54,
5103,NCT02564952,2018-08-13,Statistical Analysis Plan,"September 23, 2016",07/11/2018 10:56,
5104,NCT02568046,2018-12-19,Study Protocol,"February 22, 2017",12/19/2018 17:19,
5105,NCT02568046,2018-12-19,Statistical Analysis Plan,"June 7, 2017",12/19/2018 18:31,
5106,NCT02568566,2020-10-06,Study Protocol and Statistical Analysis Plan,"April 23, 2018",10/06/2020 08:56,
5107,NCT02572167,2019-02-13,Statistical Analysis Plan,"August 9, 2017",02/13/2019 13:43,
5108,NCT02572167,2019-02-13,Study Protocol,"January 23, 2017",02/13/2019 17:00,
5109,NCT02576509,2020-06-24,Statistical Analysis Plan,"July 2, 2018",05/29/2020 14:27,
